sep=|
Country|Resource|Quantity|Unit|Sector|Urgency|Time to ship from Canada to Country (days)|Date Resource is Required by (yyyy-mm-dd)
Egypt|Miscellaneous metal products|173.27|ton|Minerals and mining|0.01|5|2023-05-21
Egypt|Services and custom work|103.46|week|Forestry|0.13|12|2023-05-28
Egypt|Primary pulp and paper products|273113.06|ton|Forestry|0.03|2|2023-05-14
Egypt|Metallic minerals|60078858910.26|ounce|Minerals and mining|0.01|12|2023-05-16
Egypt|Extraction|75565000.0|kilogram|Forestry|0.11|0|2023-05-08
Egypt|Natural gas|8375641835.52|cubic_centimeter|Energy|0.09|4|2023-05-05
Egypt|Other refined petroleum and coal products|153488.0|pint|Energy|0.09|2|2023-05-26
Egypt|Coal|82084|ton|Minerals and mining|0.060000000000000005|9|2023-05-16
Egypt|Tertiary metal products|39936.99|metric_ton|Minerals and mining|0.09000000000000001|13|2023-05-27
Egypt|Primary sawmill and wood products|912475|foot|Forestry|0.11|0|2023-05-19
Egypt|Refined petroleum products (fuels and lubricants)|2860496.0|quart|Energy|0.07|0|2023-05-07
Egypt|Non-metallic minerals|426970000.0|kilogram|Minerals and mining|0.13|0|2023-05-06
El Salvador|Services|134.86|month|Forestry|0.13|3|2023-05-03
El Salvador|Services|4678.04|day|Minerals and mining|0.87|2|2023-05-26
Equatorial Guinea|Crude oil|1849841000.0|cubic_centimeter|Energy|0.1500000000000001|9|2023-05-16
Equatorial Guinea|Bioenergy and biofuel (from forestry biomass)|28432.0|pint|Forestry|0.22|2|2023-05-03
Equatorial Guinea|Metallic minerals|212889.38|ton|Minerals and mining|0.19999999999999998|0|2023-05-02
Equatorial Guinea|Services and custom work|23.04|month|Forestry|0.12|3|2023-05-29
Equatorial Guinea|Primary non-metallic minerals products|581634563.21|pound|Minerals and mining|0.18|4|2023-05-04
Equatorial Guinea|Non-metallic minerals|215217.46|ton|Minerals and mining|0.01|5|2023-05-17
Equatorial Guinea|Other bioproducts (from forestry biomass)|0.87|ton|Forestry|0.12000000000000001|3|2023-05-19
Eritrea|Electricity|2003123|kilowatt_hour|Energy|0.1200000000000001|2|2023-05-06
Eritrea|Other bioproducts (from forestry biomass)|0.85|ton|Forestry|0.24|2|2023-05-11
Eritrea|Secondary paper products|94676.42|ton|Forestry|0.03|1|2023-05-14
Eritrea|Services|14405|hour|Minerals and mining|0.31|11|2023-05-18
Eritrea|Bioenergy and biofuel (from forestry biomass)|1092.84|cubic_foot|Forestry|0.08|3|2023-05-08
Eritrea|Services and custom work|299.68|week|Forestry|0.22|4|2023-05-15
Estonia|Petrochemicals|518240.0|quart|Energy|0.48|9|2023-05-29
Estonia|Primary forestry bioproducts|1619|metric_ton|Forestry|0.52|3|2023-05-28
Eswatini|Bioenergy and biofuel (from forestry biomass)|6090.73|liter|Forestry|0.09000000000000001|5|2023-05-16
Eswatini|Services|367.74|month|Forestry|0.02|1|2023-05-22
Eswatini|Primary metallic minerals products|335592|metric_ton|Minerals and mining|0.08|5|2023-05-27
Eswatini|Refined petroleum products (fuels and lubricants)|10471.87|cubic_foot|Energy|0.04|4|2023-05-02
Eswatini|Petrochemicals|502634.55|liter|Energy|0.04|9|2023-05-23
Eswatini|Miscellaneous metal products|207.04|metric_ton|Minerals and mining|0.06|3|2023-05-05
Eswatini|Primary manufacturing|497729|kilowatt_hour|Minerals and mining|0.01|2|2023-05-05
Eswatini|Natural gas|3871340.88|gallon|Energy|0.05|5|2023-05-18
Eswatini|Primary manufacturing|2484277611.8|british_thermal_unit|Forestry|0.02|4|2023-05-10
Eswatini|Services and custom work|43.0|week|Minerals and mining|0.04|2|2023-05-24
Eswatini|Biofuels|70200.02|pint|Energy|0.09|4|2023-05-06
Eswatini|Primary non-metallic minerals products|265765000.0|kilogram|Minerals and mining|0.08|4|2023-05-26
Eswatini|Other bioproducts (from forestry biomass)|1020.74|pound|Forestry|0.02|3|2023-05-20
Eswatini|Services|18793740.0|minute|Minerals and mining|0.09|5|2023-05-26
Eswatini|Primary sawmill and wood products|118279.33|yard|Forestry|0.01|1|2023-05-18
Eswatini|Metallic minerals|1407652000.0|kilogram|Minerals and mining|0.05|3|2023-05-03
Eswatini|Non-metallic minerals|690569.38|ton|Minerals and mining|0.02|0|2023-05-12
Eswatini|Secondary paper products|735962555.98|pound|Forestry|0.1|12|2023-05-20
Eswatini|Electricity|1758681|kilowatt_hour|Energy|0.09|3|2023-05-09
Ethiopia|Services|11161.71|day|Forestry|0.16|11|2023-05-22
Ethiopia|Primary non-metallic minerals products|372445000000.0|gram|Minerals and mining|0.2|13|2023-05-19
Ethiopia|Other bioproducts (from forestry biomass)|1172000.0|gram|Forestry|0.08|1|2023-05-27
Ethiopia|Services|7825.12|day|Energy|0.26|4|2023-05-21
Ethiopia|Extraction|82896352000.0|ounce|Minerals and mining|0.15|3|2023-05-07
Ethiopia|Secondary metal products|606464000.0|ounce|Minerals and mining|0.11|1|2023-05-16
Ethiopia|Electricity|3580758000000.0|joule|Energy|0.04|4|2023-05-25
Falkland Islands (the) [Malvinas]|Primary manufacturing|672002|kilowatt_hour|Minerals and mining|0.06|4|2023-05-13
Falkland Islands (the) [Malvinas]|Other refined petroleum and coal products|364618433.86|cubic_centimeter|Energy|0.05|2|2023-05-08
Falkland Islands (the) [Malvinas]|Extraction|11741115600000.0|joule|Energy|0.12|3|2023-05-07
Falkland Islands (the) [Malvinas]|Primary forestry bioproducts|6608.36|ton|Forestry|0.02|5|2023-05-16
Falkland Islands (the) [Malvinas]|Biofuels|26890|liter|Energy|0.04|12|2023-05-22
Falkland Islands (the) [Malvinas]|Primary pulp and paper products|358194000.0|kilogram|Forestry|0.01|1|2023-05-28
Falkland Islands (the) [Malvinas]|Metallic minerals|1579884|metric_ton|Minerals and mining|0.04|4|2023-05-23
Falkland Islands (the) [Malvinas]|Services|1119.4|week|Forestry|0.03|2|2023-05-09
Falkland Islands (the) [Malvinas]|Other bioproducts (from forestry biomass)|1.91|metric_ton|Forestry|0.08|13|2023-05-20
Falkland Islands (the) [Malvinas]|Tertiary metal products|289457|ton|Minerals and mining|0.04|13|2023-05-22
Falkland Islands (the) [Malvinas]|Secondary metal products|205490.04|metric_ton|Minerals and mining|0.12|13|2023-05-25
Falkland Islands (the) [Malvinas]|Petrochemicals|412681.81|liter|Energy|0.01|5|2023-05-26
Falkland Islands (the) [Malvinas]|Refined petroleum products (fuels and lubricants)|696050162.61|milliliter|Energy|0.13|7|2023-05-18
Falkland Islands (the) [Malvinas]|Secondary wood products|17589.4|kilogram|Forestry|0.12|4|2023-05-09
Falkland Islands (the) [Malvinas]|Extraction|3829270761.32|ounce|Forestry|0.13|7|2023-05-20
Faroe Islands (the)|Primary forestry bioproducts|10552000.0|kilogram|Forestry|0.0799999999999998|3|2023-05-19
Faroe Islands (the)|Electricity|3474856|kilowatt_hour|Energy|0.02|4|2023-05-12
Faroe Islands (the)|Bioenergy and biofuel (from forestry biomass)|25952783.19|cubic_centimeter|Forestry|0.05|2|2023-05-03
Faroe Islands (the)|Secondary wood products|45.76|metric_ton|Forestry|0.17|3|2023-05-10
Faroe Islands (the)|Services and custom work|7262.42|day|Minerals and mining|0.09|1|2023-05-05
Faroe Islands (the)|Primary metallic minerals products|526471000000.0|gram|Minerals and mining|0.08|12|2023-05-20
Faroe Islands (the)|Secondary metal products|56280834084.86|gram|Minerals and mining|0.12|0|2023-05-10
Faroe Islands (the)|Tertiary metal products|178796|ton|Minerals and mining|0.03|4|2023-05-08
Faroe Islands (the)|Primary manufacturing|1297836000000.0|joule|Forestry|0.22|5|2023-05-22
Faroe Islands (the)|Services and custom work|258.89|week|Forestry|0.07|0|2023-05-26
Faroe Islands (the)|Metallic minerals|422394000.0|kilogram|Minerals and mining|0.07|7|2023-05-26
Fiji|Miscellaneous metal products|18503.4|pound|Minerals and mining|0.010000000000000111|4|2023-05-04
Fiji|Services|2508.19|week|Minerals and mining|0.01|6|2023-05-29
Fiji|Petrochemicals|379144.0|pint|Energy|0.05|2|2023-05-14
Fiji|Natural gas|5413105028.22|milliliter|Energy|0.11|8|2023-05-21
Fiji|Services and custom work|5.71|year|Forestry|0.03|0|2023-05-06
Fiji|Secondary metal products|467668000.0|pound|Minerals and mining|0.07|1|2023-05-07
Fiji|Bioenergy and biofuel (from forestry biomass)|32213854.28|milliliter|Forestry|0.06|6|2023-05-24
Fiji|Services|2728.86|month|Energy|0.1|4|2023-05-26
Fiji|Non-metallic minerals|488132108.57|pound|Minerals and mining|0.01|4|2023-05-07
Fiji|Services|7496880.0|minute|Forestry|0.07|5|2023-05-19
Fiji|Primary non-metallic minerals products|316610000000.0|gram|Minerals and mining|0.11|11|2023-05-16
Fiji|Other bioproducts (from forestry biomass)|431000.0|gram|Forestry|0.07|5|2023-05-22
Fiji|Secondary paper products|240947.62|ton|Forestry|0.1|9|2023-05-16
Fiji|Primary manufacturing|1403998|kilowatt_hour|Forestry|0.1|4|2023-05-16
Fiji|Extraction|11243206800000.0|joule|Energy|0.01|2|2023-05-05
Fiji|Extraction|2435937083.64|kilogram|Minerals and mining|0.09|2|2023-05-05
Finland|Primary manufacturing|2680405200000.0|joule|Forestry|0.02|4|2023-05-05
Finland|Primary sawmill and wood products|9178968.0|inch|Forestry|0.1|3|2023-05-06
Finland|Primary manufacturing|900747|kilowatt_hour|Minerals and mining|0.17|4|2023-05-09
Finland|Other bioproducts (from forestry biomass)|1385000.0|gram|Forestry|0.21|7|2023-05-22
Finland|Extraction|853651|kilowatt_hour|Energy|0.17|1|2023-05-11
Finland|Petrochemicals|1242416.0|pint|Energy|0.13|2|2023-05-27
Finland|Services|14248.94|week|Energy|0.07|4|2023-05-03
Finland|Refined petroleum products (fuels and lubricants)|5126224.0|pint|Energy|0.13|3|2023-05-11
France|Miscellaneous metal products|101.05|ton|Minerals and mining|0.27|10|2023-05-29
France|Other refined petroleum and coal products|52078|gallon|Energy|0.66|11|2023-05-22
France|Services and custom work|2653|hour|Minerals and mining|0.07|8|2023-05-21
French Guiana|Primary manufacturing|398192400000.0|joule|Forestry|0.01|3|2023-05-13
French Guiana|Extraction|127248|metric_ton|Forestry|0.02|6|2023-05-28
French Guiana|Secondary paper products|4020314539.24|ounce|Forestry|0.09|13|2023-05-29
French Guiana|Refined petroleum products (fuels and lubricants)|1330625237.84|cubic_centimeter|Energy|0.03|10|2023-05-21
French Guiana|Natural gas|15517603615.57|milliliter|Energy|0.04|6|2023-05-29
French Guiana|Primary manufacturing|1278757904.79|british_thermal_unit|Minerals and mining|0.04|8|2023-05-17
French Guiana|Services|10096.12|day|Forestry|0.09|0|2023-05-06
French Guiana|Primary forestry bioproducts|10133.55|ton|Forestry|0.12|2|2023-05-03
French Guiana|Secondary metal products|143434|ton|Minerals and mining|0.02|4|2023-05-28
French Guiana|Coal|184297301.49|kilogram|Minerals and mining|0.05|10|2023-05-23
French Guiana|Services|1697.58|month|Energy|0.04|1|2023-05-26
French Guiana|Petrochemicals|2101.32|cubic_foot|Energy|0.03|11|2023-05-28
French Guiana|Miscellaneous metal products|11475184.21|ounce|Minerals and mining|0.08|13|2023-05-28
French Guiana|Primary manufacturing|6034388400000.0|joule|Energy|0.09|8|2023-05-20
French Guiana|Bioenergy and biofuel (from forestry biomass)|21720.0|pint|Forestry|0.05|3|2023-05-11
French Guiana|Electricity|13019767200000.0|joule|Energy|0.09000000000000001|4|2023-05-11
French Guiana|Crude oil|5344268.25|pint|Energy|0.09|0|2023-05-09
French Guiana|Bioenergy|13307350.51|british_thermal_unit|Energy|0.02|7|2023-05-23
French Polynesia|Primary manufacturing|12808464763.96|british_thermal_unit|Energy|0.33|2|2023-05-17
French Polynesia|Extraction|3384417|kilowatt_hour|Energy|0.15|4|2023-05-04
French Polynesia|Bioenergy and biofuel (from forestry biomass)|36568.0|pint|Forestry|0.47|4|2023-05-08
French Polynesia|Extraction|102868|metric_ton|Forestry|0.05|4|2023-05-10
French Southern Territories (the)|Secondary wood products|66621|pound|Forestry|0.1200000000000001|3|2023-05-08
French Southern Territories (the)|Refined petroleum products (fuels and lubricants)|3606208.0|pint|Energy|0.16|2|2023-05-07
French Southern Territories (the)|Coal|137462|ton|Minerals and mining|0.15|4|2023-05-03
French Southern Territories (the)|Primary pulp and paper products|175899.12|ton|Forestry|0.12000000000000001|6|2023-05-18
French Southern Territories (the)|Electricity|997930800000.0|joule|Energy|0.08|0|2023-05-07
French Southern Territories (the)|Services|93936.33|day|Energy|0.01|4|2023-05-05
French Southern Territories (the)|Petrochemicals|22288.0|quart|Energy|0.04|0|2023-05-15
French Southern Territories (the)|Primary sawmill and wood products|178271.12|meter|Forestry|0.07|4|2023-05-27
French Southern Territories (the)|Bioenergy|13549612.53|british_thermal_unit|Energy|0.08|2|2023-05-05
French Southern Territories (the)|Services and custom work|9.95|year|Minerals and mining|0.07|4|2023-05-29
French Southern Territories (the)|Biofuels|1059.62|cubic_foot|Energy|0.1|6|2023-05-24
Gabon|Services|8638.5|day|Forestry|0.05000000000000011|11|2023-05-27
Gabon|Primary manufacturing|722325600000.0|joule|Energy|0.04|3|2023-05-04
Gabon|Primary forestry bioproducts|12810000000.0|gram|Forestry|0.09|8|2023-05-24
Gabon|Secondary wood products|25145.35|kilogram|Forestry|0.11|0|2023-05-09
Gabon|Extraction|1267357947029.02|gram|Minerals and mining|0.04|9|2023-05-23
Gabon|Primary sawmill and wood products|43.94|kilometer|Forestry|0.03|9|2023-05-18
Gabon|Electricity|3879491894.27|british_thermal_unit|Energy|0.049999999999999996|0|2023-05-04
Gabon|Primary manufacturing|3659619600000.0|joule|Minerals and mining|0.03|2|2023-05-07
Gabon|Extraction|14242050000000.0|joule|Energy|0.01|4|2023-05-20
Gabon|Extraction|57779.85|ton|Forestry|0.01|1|2023-05-06
Gabon|Crude oil|4051002000.0|cubic_centimeter|Energy|0.11|11|2023-05-19
Gabon|Non-metallic minerals|10106378112.14|ounce|Minerals and mining|0.11|11|2023-05-18
Gabon|Coal|65250|ton|Minerals and mining|0.09|4|2023-05-10
Gabon|Services|18.05|year|Minerals and mining|0.08|1|2023-05-06
Gabon|Services|2304409|hour|Energy|0.07|10|2023-05-26
Gabon|Refined petroleum products (fuels and lubricants)|53099.52|cubic_foot|Energy|0.08|1|2023-05-24
Gambia (the)|Services|23501880.0|minute|Minerals and mining|0.08999999999999979|7|2023-05-25
Gambia (the)|Bioenergy|5865470.65|british_thermal_unit|Energy|0.1|3|2023-05-14
Gambia (the)|Services|479.66|month|Forestry|0.11|1|2023-05-15
Gambia (the)|Natural gas|172134|cubic_foot|Energy|0.14|11|2023-05-16
Gambia (the)|Secondary metal products|262422|ton|Minerals and mining|0.1|8|2023-05-17
Gambia (the)|Refined petroleum products (fuels and lubricants)|264300|gallon|Energy|0.01|4|2023-05-28
Gambia (the)|Biofuels|10960000.0|cubic_centimeter|Energy|0.04|0|2023-05-02
Gambia (the)|Primary non-metallic minerals products|324392000.0|kilogram|Minerals and mining|0.11|0|2023-05-20
Gambia (the)|Secondary paper products|3652000.0|kilogram|Forestry|0.09|2|2023-05-19
Gambia (the)|Primary sawmill and wood products|261476.0|yard|Forestry|0.04|3|2023-05-12
Gambia (the)|Coal|244883634.35|kilogram|Minerals and mining|0.07|4|2023-05-02
Gambia (the)|Extraction|1053705|ton|Minerals and mining|0.06|7|2023-05-21
Gambia (the)|Primary forestry bioproducts|25961635.99|ounce|Forestry|0.04|7|2023-05-26
Georgia|Primary sawmill and wood products|54.08|mile|Forestry|0.08999999999999979|1|2023-05-03
Georgia|Refined petroleum products (fuels and lubricants)|1550849.14|liter|Energy|0.03|1|2023-05-07
Georgia|Primary manufacturing|148561213.81|british_thermal_unit|Forestry|0.1|1|2023-05-06
Georgia|Primary manufacturing|213347|kilowatt_hour|Energy|0.09|1|2023-05-12
Georgia|Bioenergy and biofuel (from forestry biomass)|1329.45|cubic_foot|Forestry|0.1|3|2023-05-15
Georgia|Metallic minerals|1710543.54|ton|Minerals and mining|0.04|1|2023-05-02
Georgia|Coal|102551.79|metric_ton|Minerals and mining|0.04|0|2023-05-15
Georgia|Crude oil|3508504000.0|cubic_centimeter|Energy|0.06|4|2023-05-12
Georgia|Primary manufacturing|4458580018.5|british_thermal_unit|Minerals and mining|0.02|4|2023-05-03
Georgia|Services|257581|hour|Forestry|0.06|0|2023-05-16
Georgia|Biofuels|38568.06|quart|Energy|0.03|0|2023-05-21
Georgia|Natural gas|17328324.37|liter|Energy|0.04|4|2023-05-14
Georgia|Extraction|175218|metric_ton|Forestry|0.049999999999999996|12|2023-05-19
Georgia|Bioenergy|11952730.47|british_thermal_unit|Energy|0.01|13|2023-05-16
Georgia|Primary metallic minerals products|597346|metric_ton|Minerals and mining|0.06|8|2023-05-28
Georgia|Primary non-metallic minerals products|584316.49|ton|Minerals and mining|0.1|0|2023-05-09
Georgia|Extraction|17657136000000.0|joule|Energy|0.08|3|2023-05-02
Germany|Primary pulp and paper products|383844|metric_ton|Forestry|0.07|3|2023-05-07
Germany|Petrochemicals|216480.0|pint|Energy|0.02|2|2023-05-07
Germany|Non-metallic minerals|23311679.6|pound|Minerals and mining|0.03|3|2023-05-02
Germany|Primary manufacturing|9139873902.43|british_thermal_unit|Energy|0.09|1|2023-05-15
Germany|Other bioproducts (from forestry biomass)|3723.61|pound|Forestry|0.01|3|2023-05-14
Germany|Bioenergy|31291200000.0|joule|Energy|0.12|5|2023-05-27
Germany|Extraction|105364000.0|kilogram|Forestry|0.17|3|2023-05-25
Germany|Electricity|6156133892.42|british_thermal_unit|Energy|0.15000000000000002|0|2023-05-13
Germany|Primary manufacturing|4571560800000.0|joule|Forestry|0.07|3|2023-05-19
Germany|Refined petroleum products (fuels and lubricants)|2318636.0|quart|Energy|0.07|8|2023-05-28
Germany|Coal|51357542.5|kilogram|Minerals and mining|0.17|8|2023-05-24
Germany|Extraction|183408000.0|pound|Minerals and mining|0.03|4|2023-05-04
Ghana|Other bioproducts (from forestry biomass)|1.76|ton|Forestry|0.09000000000000011|4|2023-05-03
Ghana|Coal|63800000.0|pound|Minerals and mining|0.06|6|2023-05-18
Ghana|Biofuels|1251.83|cubic_foot|Energy|0.08|10|2023-05-22
Ghana|Extraction|24672864000.0|ounce|Minerals and mining|0.22|4|2023-05-03
Ghana|Services|101.65|week|Forestry|0.19|1|2023-05-09
Ghana|Non-metallic minerals|512292.57|ton|Minerals and mining|0.18000000000000002|1|2023-05-29
Ghana|Primary manufacturing|315025200000.0|joule|Forestry|0.01|11|2023-05-24
Ghana|Metallic minerals|54721731761.05|ounce|Minerals and mining|0.08|0|2023-05-22
Ghana|Primary metallic minerals products|397590|metric_ton|Minerals and mining|0.09|9|2023-05-23
Gibraltar|Primary manufacturing|467505|kilowatt_hour|Forestry|2.220446049250313e-16|12|2023-05-26
Gibraltar|Miscellaneous metal products|9983342.53|ounce|Minerals and mining|0.09|10|2023-05-20
Gibraltar|Secondary paper products|156308|metric_ton|Forestry|0.06|6|2023-05-16
Gibraltar|Primary metallic minerals products|388181.13|ton|Minerals and mining|0.08|3|2023-05-20
Gibraltar|Metallic minerals|435010000.0|kilogram|Minerals and mining|0.03|0|2023-05-28
Gibraltar|Bioenergy and biofuel (from forestry biomass)|34473.75|liter|Forestry|0.05|1|2023-05-11
Gibraltar|Other refined petroleum and coal products|155198.1|liter|Energy|0.03|11|2023-05-20
Gibraltar|Primary forestry bioproducts|20439056.33|pound|Forestry|0.01|3|2023-05-15
Gibraltar|Services|94295.67|day|Energy|0.01|10|2023-05-25
Gibraltar|Refined petroleum products (fuels and lubricants)|933043438.17|milliliter|Energy|0.09999999999999999|5|2023-05-16
Gibraltar|Secondary wood products|119.45|ton|Forestry|0.09|8|2023-05-17
Gibraltar|Biofuels|1273.84|gallon|Energy|0.06|3|2023-05-04
Gibraltar|Services and custom work|1565340.0|minute|Forestry|0.08|2|2023-05-13
Gibraltar|Primary sawmill and wood products|207178.35|meter|Forestry|0.04|0|2023-05-08
Gibraltar|Electricity|214581600000.0|joule|Energy|0.01|10|2023-05-26
Gibraltar|Non-metallic minerals|365079|metric_ton|Minerals and mining|0.08|0|2023-05-05
Gibraltar|Primary non-metallic minerals products|321104000000.0|gram|Minerals and mining|0.09|3|2023-05-06
Gibraltar|Crude oil|1972795|liter|Energy|0.08|1|2023-05-16
Gibraltar|Bioenergy|14050800000.0|joule|Energy|0.01|1|2023-05-05
Greece|Metallic minerals|1150497747.57|pound|Minerals and mining|0.67|4|2023-05-05
Greece|Coal|169392|ton|Minerals and mining|0.33|1|2023-05-27
Greenland|Metallic minerals|354194670.43|pound|Minerals and mining|1.0|4|2023-05-12
Grenada|Primary manufacturing|879477|kilowatt_hour|Forestry|0.11|10|2023-05-19
Grenada|Electricity|281941811.62|british_thermal_unit|Energy|0.27|8|2023-05-18
Grenada|Non-metallic minerals|421806.04|ton|Minerals and mining|0.22|12|2023-05-23
Grenada|Petrochemicals|252608099.17|milliliter|Energy|0.07|10|2023-05-26
Grenada|Services and custom work|28194|hour|Minerals and mining|0.33|7|2023-05-16
Guadeloupe|Secondary metal products|268706|ton|Minerals and mining|0.11|2|2023-05-13
Guadeloupe|Non-metallic minerals|329546000.0|kilogram|Minerals and mining|0.15|2|2023-05-25
Guadeloupe|Natural gas|405716|cubic_foot|Energy|0.12|5|2023-05-16
Guadeloupe|Metallic minerals|1331827000.0|kilogram|Minerals and mining|0.12|6|2023-05-26
Guadeloupe|Primary metallic minerals products|516081.21|ton|Minerals and mining|0.03|4|2023-05-26
Guadeloupe|Tertiary metal products|872050382.2|kilogram|Minerals and mining|0.22|1|2023-05-11
Guadeloupe|Other bioproducts (from forestry biomass)|0.97|metric_ton|Forestry|0.24|0|2023-05-18
Guadeloupe|Other refined petroleum and coal products|173364.29|liter|Energy|0.01|0|2023-05-10
Guam|Primary pulp and paper products|339735|metric_ton|Forestry|0.07|9|2023-05-24
Guam|Electricity|5622359002.74|british_thermal_unit|Energy|0.02|0|2023-05-08
Guam|Services|7512.42|week|Energy|0.01|3|2023-05-03
Guam|Services|225.89|month|Forestry|0.06|0|2023-05-27
Guam|Primary forestry bioproducts|9496000.0|kilogram|Forestry|0.04|8|2023-05-16
Guam|Miscellaneous metal products|9662208.38|ounce|Minerals and mining|0.09|1|2023-05-02
Guam|Extraction|1601899|ton|Minerals and mining|0.05|2|2023-05-21
Guam|Secondary metal products|227490181326.1|gram|Minerals and mining|0.11|4|2023-05-09
Guam|Extraction|16081.62|ton|Forestry|0.1|3|2023-05-24
Guam|Coal|235889|ton|Minerals and mining|0.01|5|2023-05-28
Guam|Other refined petroleum and coal products|108226|gallon|Energy|0.02|3|2023-05-09
Guam|Petrochemicals|125270632.17|cubic_centimeter|Energy|0.02|1|2023-05-14
Guam|Primary metallic minerals products|269381.74|ton|Minerals and mining|0.05|2|2023-05-14
Guam|Secondary paper products|380821000000.0|gram|Forestry|0.08|1|2023-05-04
Guam|Primary non-metallic minerals products|70546.82|ton|Minerals and mining|0.1|4|2023-05-12
Guam|Primary sawmill and wood products|208.53|kilometer|Forestry|0.03|10|2023-05-23
Guam|Natural gas|14149928.24|liter|Energy|0.12|4|2023-05-23
Guam|Metallic minerals|143880000000.0|gram|Minerals and mining|0.02|9|2023-05-25
Guatemala|Other refined petroleum and coal products|3877.27|cubic_foot|Energy|0.13|5|2023-05-27
Guatemala|Electricity|1464407|kilowatt_hour|Energy|0.12|4|2023-05-06
Guatemala|Services|594.53|month|Minerals and mining|0.08|1|2023-05-11
Guatemala|Bioenergy and biofuel (from forestry biomass)|22265.79|liter|Forestry|0.01|3|2023-05-12
Guatemala|Extraction|819201600000.0|joule|Energy|0.1|8|2023-05-21
Guatemala|Secondary metal products|1931520000.0|ounce|Minerals and mining|0.08|2|2023-05-06
Guatemala|Biofuels|32150.8|pint|Energy|0.04|4|2023-05-02
Guatemala|Extraction|2815894|ton|Minerals and mining|0.13|10|2023-05-21
Guatemala|Bioenergy|10302|kilowatt_hour|Energy|0.12|4|2023-05-14
Guatemala|Primary pulp and paper products|64394.82|ton|Forestry|0.13|7|2023-05-19
Guatemala|Primary metallic minerals products|131206|metric_ton|Minerals and mining|0.06|2|2023-05-22
Guernsey|Bioenergy and biofuel (from forestry biomass)|2463|gallon|Forestry|0.1799999999999998|13|2023-05-18
Guernsey|Secondary metal products|656736000.0|ounce|Minerals and mining|0.06|1|2023-05-09
Guernsey|Crude oil|264671000.0|milliliter|Energy|0.15|3|2023-05-10
Guernsey|Primary forestry bioproducts|9773.09|ton|Forestry|0.11|2|2023-05-09
Guernsey|Primary metallic minerals products|56880.37|ton|Minerals and mining|0.16|0|2023-05-22
Guernsey|Biofuels|31519.95|quart|Energy|0.18|2|2023-05-02
Guernsey|Natural gas|4883523.36|liter|Energy|0.07|1|2023-05-23
Guernsey|Metallic minerals|1158727.6|ton|Minerals and mining|0.04|7|2023-05-17
Guernsey|Primary pulp and paper products|299662.23|ton|Forestry|0.05|0|2023-05-12
Guinea|Metallic minerals|3396889149.61|pound|Minerals and mining|0.41|3|2023-05-10
Guinea|Extraction|4362044000.0|pound|Minerals and mining|0.42|12|2023-05-16
Guinea|Primary non-metallic minerals products|380230000000.0|gram|Minerals and mining|0.17|6|2023-05-22
Guinea-Bissau|Bioenergy and biofuel (from forestry biomass)|7521.61|liter|Forestry|0.029999999999999787|12|2023-05-22
Guinea-Bissau|Miscellaneous metal products|148757|kilogram|Minerals and mining|0.01|7|2023-05-20
Guinea-Bissau|Extraction|9131476623.04|british_thermal_unit|Energy|0.07|3|2023-05-24
Guinea-Bissau|Services|43304.62|day|Energy|0.11|13|2023-05-28
Guinea-Bissau|Secondary metal products|193614088.77|kilogram|Minerals and mining|0.07|0|2023-05-12
Guinea-Bissau|Metallic minerals|1897437.12|ton|Minerals and mining|0.049999999999999996|13|2023-05-17
Guinea-Bissau|Refined petroleum products (fuels and lubricants)|1130568.0|quart|Energy|0.05|0|2023-05-05
Guinea-Bissau|Primary manufacturing|4669371862.73|british_thermal_unit|Forestry|0.11|0|2023-05-04
Guinea-Bissau|Services|24209700.0|minute|Minerals and mining|0.02|11|2023-05-27
Guinea-Bissau|Primary manufacturing|919848425.11|british_thermal_unit|Minerals and mining|0.03|2|2023-05-04
Guinea-Bissau|Biofuels|37316000.0|milliliter|Energy|0.06|3|2023-05-15
Guinea-Bissau|Primary forestry bioproducts|7692|metric_ton|Forestry|0.06|1|2023-05-09
Guinea-Bissau|Primary non-metallic minerals products|353006378.83|pound|Minerals and mining|0.03|1|2023-05-08
Guinea-Bissau|Other refined petroleum and coal products|296117622.22|milliliter|Energy|0.07|2|2023-05-22
Guinea-Bissau|Secondary paper products|256260000.0|kilogram|Forestry|0.07|4|2023-05-12
Guinea-Bissau|Natural gas|5973014035.88|milliliter|Energy|0.09|9|2023-05-16
Guinea-Bissau|Other bioproducts (from forestry biomass)|1.68|ton|Forestry|0.06|3|2023-05-24
Guinea-Bissau|Services and custom work|235.39|week|Forestry|0.01|1|2023-05-06
Guyana|Natural gas|2183054.96|gallon|Energy|0.11|5|2023-05-29
Guyana|Non-metallic minerals|5773994831.53|ounce|Minerals and mining|0.16|4|2023-05-09
Guyana|Extraction|146076701.2|kilogram|Minerals and mining|0.14|3|2023-05-28
Guyana|Other bioproducts (from forestry biomass)|0.39|ton|Forestry|0.08|3|2023-05-08
Guyana|Services and custom work|16.01|year|Minerals and mining|0.02|2|2023-05-06
Guyana|Primary manufacturing|1920861451.9|british_thermal_unit|Minerals and mining|0.02|12|2023-05-28
Guyana|Services and custom work|2180.96|day|Forestry|0.12|4|2023-05-02
Guyana|Secondary metal products|473608000.0|pound|Minerals and mining|0.03|1|2023-05-11
Guyana|Primary manufacturing|1846709|kilowatt_hour|Energy|0.01|3|2023-05-02
